Strain,Time_s,Extension_mm,Load_N,Stress_MPa,CNC_wt,PLA_wt,PHB_wt,Strain2,Strain3,CNC_Strain,CNC_Strain2,PLA_Strain,PHB_Strain,ExtensionRate,LoadRate,StressSlope,Elastic Modulus,Impact strength (kJ/m^2),SourceFile
0.055581087,22.00840703,1.834175879,753.0055327,40.22531971,1,79.2,19.8,0.003089257,0.000171704,0.055581087,0.003089257,4.402022111,1.100505528,0.083625064,7.909154535,169.5751182,848.6004748,6.69,1CNC_sample1.csv
0.055872088,22.11323116,1.843778894,754.0053116,40.27821482,1,79.2,19.8,0.00312169,0.000174415,0.055872088,0.00312169,4.425069347,1.106267337,0.091610739,9.537679788,181.7698683,848.6004748,6.69,1CNC_sample1.csv
0.056163088,22.23672864,1.85338191,754.7946734,40.32032068,1,79.2,19.8,0.003154292,0.000177155,0.056163088,0.003154292,4.448116583,1.112029146,0.077758789,6.391723576,144.69346,848.6004748,6.69,1CNC_sample1.csv
0.056454089,22.3508794,1.862984925,754.9832915,40.33011939,1,79.2,19.8,0.003187064,0.000179923,0.056454089,0.003187064,4.471163819,1.117790955,0.084125727,1.652359636,33.6724892,848.6004748,6.69,1CNC_sample1.csv
0.056745089,22.47229146,1.87258794,755.5966985,40.36294119,1,79.2,19.8,0.003220005,0.000182719,0.056745089,0.003220005,4.494211055,1.123552764,0.079094408,5.052274326,112.7894989,848.6004748,6.69,1CNC_sample1.csv
0.05703609,22.58143719,1.882190955,756.2528492,40.39875076,1,79.2,19.8,0.003253116,0.000185545,0.05703609,0.003253116,4.517258292,1.129314573,0.087983425,6.011694267,123.0567503,848.6004748,6.69,1CNC_sample1.csv
0.05732709,22.69711558,1.89179397,756.3098492,40.40109243,1,79.2,19.8,0.003286395,0.000188399,0.05732709,0.003286395,4.540305528,1.135076382,0.08301477,0.492745434,8.046969579,848.6004748,6.69,1CNC_sample1.csv
0.05761809,22.81357286,1.901396985,756.7349698,40.42378235,1,79.2,19.8,0.003319844,0.000191283,0.05761809,0.003319844,4.563352764,1.140838191,0.082459547,3.650442337,77.9720941,848.6004748,6.69,1CNC_sample1.csv
0.057909091,22.918,1.911,756.892,40.43201291,1,79.2,19.8,0.003353463,0.000194196,0.057909091,0.003353463,4.5864,1.1466,0.091959001,1.503729365,28.28366307,848.6004748,6.69,1CNC_sample1.csv
0,0.058,0,0.144,0.007737604,3,77.6,19.4,0,0,0,0,0,0,0.06277948,18.21692898,447.3757394,1294.254344,9.5925,3CNC_sample1.csv
0.000271509,0.200718593,0.008959799,2.743894473,0.129204171,3,77.6,19.4,7.37E-08,2.00E-11,0.000814527,2.21E-07,0.021069103,0.005267276,0.06277948,18.21692898,447.3757394,1294.254344,9.5925,3CNC_sample1.csv
0.000543018,0.258678392,0.017919598,7.700678391,0.415674946,3,77.6,19.4,2.95E-07,1.60E-10,0.001629054,8.85E-07,0.042138206,0.010534552,0.15458644,85.52106815,1055.105765,1294.254344,9.5925,3CNC_sample1.csv
0.000814527,0.327673367,0.026879397,15.40182914,0.804353946,3,77.6,19.4,6.63E-07,5.40E-10,0.002443582,1.99E-06,0.063207309,0.015801827,0.129861617,111.6190095,1431.550754,1294.254344,9.5925,3CNC_sample1.csv
0.001086036,0.407552764,0.035839196,23.3453216,1.232861111,3,77.6,19.4,1.18E-06,1.28E-09,0.003258109,3.54E-06,0.084276412,0.021069103,0.112166583,99.44357072,1578.242598,1294.254344,9.5925,3CNC_sample1.csv
0.001357545,0.524783919,0.044798995,31.02050753,1.650186242,3,77.6,19.4,1.84E-06,2.50E-09,0.004072636,5.53E-06,0.105345515,0.026336379,0.07642848,65.47053026,1537.057843,1294.254344,9.5925,3CNC_sample1.csv
0.001629054,0.658417086,0.053758794,38.20289951,2.033485456,3,77.6,19.4,2.65E-06,4.32E-09,0.004887163,7.96E-06,0.126414619,0.031603655,0.067047719,53.7470763,1411.736364,1294.254344,9.5925,3CNC_sample1.csv
0.001900563,0.761060302,0.062718593,44.5538392,2.378249048,3,77.6,19.4,3.61E-06,6.87E-09,0.00570169,1.08E-05,0.147483722,0.03687093,0.087290708,61.8739352,1269.805109,1294.254344,9.5925,3CNC_sample1.csv
0.002172072,0.858427136,0.071678392,51.47204522,2.769125959,3,77.6,19.4,4.72E-06,1.02E-08,0.006516217,1.42E-05,0.168552825,0.042138206,0.092021057,71.05300372,1439.645921,1294.254344,9.5925,3CNC_sample1.csv
0.002443582,0.958190955,0.080638191,58.68009045,3.149768014,3,77.6,19.4,5.97E-06,1.46E-08,0.007330745,1.79E-05,0.189621928,0.047405482,0.089810104,72.25109555,1401.949733,1294.254344,9.5925,3CNC_sample1.csv
0.002715091,1.0789799,0.08959799,65.78099498,3.525395763,3,77.6,19.4,7.37E-06,2.00E-08,0.008145272,2.21E-05,0.210691031,0.052672758,0.07417731,58.78770229,1383.481451,1294.254344,9.5925,3CNC_sample1.csv
0.0029866,1.181462312,0.098557789,70.60929146,3.787329948,3,77.6,19.4,8.92E-06,2.66E-08,0.008959799,2.68E-05,0.231760134,0.057940034,0.087427675,47.11341571,964.7346008,1294.254344,9.5925,3CNC_sample1.csv
0.003258109,1.28458794,0.107517588,76.33358292,4.109090401,3,77.6,19.4,1.06E-05,3.46E-08,0.009774326,3.18E-05,0.252829237,0.063207309,0.08688237,55.5079427,1185.081825,1294.254344,9.5925,3CNC_sample1.csv
0.003529618,1.399592965,0.116477387,82.58451257,4.450329843,3,77.6,19.4,1.25E-05,4.40E-08,0.010588853,3.74E-05,0.27389834,0.068474585,0.077907891,54.35353491,1256.825249,1294.254344,9.5925,3CNC_sample1.csv
0.003801127,1.501869347,0.125437186,88.516,4.76939662,3,77.6,19.4,1.44E-05,5.49E-08,0.011403381,4.33E-05,0.294967443,0.073741861,0.087603793,57.99469367,1175.160697,1294.254344,9.5925,3CNC_sample1.csv
0.004072636,1.607969849,0.134396985,94.96698492,5.123214919,3,77.6,19.4,1.66E-05,6.76E-08,0.012217908,4.98E-05,0.316036546,0.079009137,0.084446339,60.80070096,1303.154666,1294.254344,9.5925,3CNC_sample1.csv
0.004344145,1.716497487,0.143356784,101.910995,5.478727721,3,77.6,19.4,1.89E-05,8.20E-08,0.013032435,5.66E-05,0.337105649,0.084276412,0.082557763,63.98379404,1309.395724,1294.254344,9.5925,3CNC_sample1.csv
0.004615654,1.830015075,0.152316583,107.9868593,5.813342717,3,77.6,19.4,2.13E-05,9.83E-08,0.013846962,6.39E-05,0.358174753,0.089543688,0.078928729,53.52355025,1232.426627,1294.254344,9.5925,3CNC_sample1.csv
0.004887163,1.938105528,0.161276382,114.6155427,6.158867962,3,77.6,19.4,2.39E-05,1.17E-07,0.014661489,7.17E-05,0.379243856,0.094810964,0.082891678,61.32533706,1272.610366,1294.254344,9.5925,3CNC_sample1.csv
0.005158672,2.039361809,0.170236181,120.7627789,6.495056865,3,77.6,19.4,2.66E-05,1.37E-07,0.015476016,7.98E-05,0.400312959,0.10007824,0.088486352,60.70967742,1238.223516,1294.254344,9.5925,3CNC_sample1.csv
0.005430181,2.157939699,0.17919598,127.1882211,6.83742725,3,77.6,19.4,2.95E-05,1.60E-07,0.016290544,8.85E-05,0.421382062,0.105345515,0.075560453,54.18752385,1260.990645,1294.254344,9.5925,3CNC_sample1.csv
0.00570169,2.255271357,0.188155779,132.8205628,7.166753635,3,77.6,19.4,3.25E-05,1.85E-07,0.017105071,9.75E-05,0.442451165,0.110612791,0.092054314,57.86752027,1212.948048,1294.254344,9.5925,3CNC_sample1.csv
0.005973199,2.366924623,0.197115578,139.3830553,7.505471425,3,77.6,19.4,3.57E-05,2.13E-07,0.017919598,0.000107037,0.463520268,0.115880067,0.080246636,58.77564247,1247.537702,1294.254344,9.5925,3CNC_sample1.csv
0.006244708,2.470301508,0.206075377,146.0402412,7.863109851,3,77.6,19.4,3.90E-05,2.44E-07,0.018734125,0.000116989,0.484589371,0.121147343,0.086671204,64.39723896,1317.224646,1294.254344,9.5925,3CNC_sample1.csv
0.006516217,2.586175879,0.215035176,152.4877286,8.199290918,3,77.6,19.4,4.25E-05,2.77E-07,0.019548652,0.000127383,0.505658474,0.126414619,0.077323388,55.64204866,1238.194656,1294.254344,9.5925,3CNC_sample1.csv
0.006787727,2.67798995,0.223994975,158.2493719,8.508417738,3,77.6,19.4,4.61E-05,3.13E-07,0.02036318,0.00013822,0.526727577,0.131681894,0.097586339,62.75337967,1138.55066,1294.254344,9.5925,3CNC_sample1.csv
0.007059236,2.794185929,0.232954774,165.3214774,8.854928327,3,77.6,19.4,4.98E-05,3.52E-07,0.021177707,0.000149498,0.54779668,0.13694917,0.077109372,60.86359901,1276.239503,1294.254344,9.5925,3CNC_sample1.csv
0.007330745,2.905974874,0.241914573,171.514206,9.209424056,3,77.6,19.4,5.37E-05,3.94E-07,0.021992234,0.000161219,0.568865783,0.142216446,0.08014924,55.39661063,1305.649722,1294.254344,9.5925,3CNC_sample1.csv
0.007602254,3.012869347,0.250874372,177.985005,9.545458276,3,77.6,19.4,5.78E-05,4.39E-07,0.022806761,0.000173383,0.589934887,0.147483722,0.083819105,60.53445845,1237.653797,1294.254344,9.5925,3CNC_sample1.csv
0.007873763,3.117180904,0.259834171,184.2273819,9.889482944,3,77.6,19.4,6.20E-05,4.88E-07,0.023621288,0.000185988,0.61100399,0.152750997,0.085894595,59.84357838,1267.083565,1294.254344,9.5925,3CNC_sample1.csv
0.008145272,3.220321608,0.26879397,190.8085025,10.25798333,3,77.6,19.4,6.63E-05,5.40E-07,0.024435815,0.000199036,0.632073093,0.158018273,0.086869671,63.80721072,1357.230536,1294.254344,9.5925,3CNC_sample1.csv
0.008416781,3.331768844,0.277753769,196.9888693,10.59190137,3,77.6,19.4,7.08E-05,5.96E-07,0.025250343,0.000212527,0.653142196,0.163285549,0.080394986,55.45554153,1229.859662,1294.254344,9.5925,3CNC_sample1.csv
0.00868829,3.438422111,0.286713568,203.7553065,10.9368265,3,77.6,19.4,7.55E-05,6.56E-07,0.02606487,0.000226459,0.674211299,0.168552825,0.084008669,63.44331889,1270.400072,1294.254344,9.5925,3CNC_sample1.csv
0.008959799,3.545060301,0.295673367,210.3686181,11.29391448,3,77.6,19.4,8.03E-05,7.19E-07,0.026879397,0.000240834,0.695280402,0.173820101,0.084020546,62.01635173,1315.197274,1294.254344,9.5925,3CNC_sample1.csv
0.009231308,3.659396985,0.304633166,216.5203769,11.64294957,3,77.6,19.4,8.52E-05,7.87E-07,0.027693924,0.000255651,0.716349505,0.179087376,0.078363293,53.80389399,1285.537551,1294.254344,9.5925,3CNC_sample1.csv
0.009502817,3.762592965,0.313592965,222.6955427,11.97370421,3,77.6,19.4,9.03E-05,8.58E-07,0.028508451,0.000270911,0.737418608,0.184354652,0.08682314,59.83920921,1218.208475,1294.254344,9.5925,3CNC_sample1.csv
0.009774326,3.866396985,0.322552764,228.8808744,12.31341967,3,77.6,19.4,9.55E-05,9.34E-07,0.029322979,0.000286612,0.758487711,0.189621928,0.086314567,59.58662923,1251.212235,1294.254344,9.5925,3CNC_sample1.csv
0.010045835,3.978251257,0.331512563,235.7733065,12.67139108,3,77.6,19.4,0.000100919,1.01E-06,0.030137506,0.000302756,0.779556814,0.194889204,0.08010243,61.6197493,1318.451074,1294.254344,9.5925,3CNC_sample1.csv
0.010317344,4.084778895,0.340472362,241.5753166,12.99407154,3,77.6,19.4,0.000106448,1.10E-06,0.030952033,0.000319343,0.800625917,0.200156479,0.084107741,54.46483329,1188.470307,1294.254344,9.5925,3CNC_sample1.csv
0.010588853,4.193321607,0.349432161,248.2214572,13.33806398,3,77.6,19.4,0.000112124,1.19E-06,0.03176656,0.000336371,0.821695021,0.205423755,0.082546296,61.23064817,1266.964862,1294.254344,9.5925,3CNC_sample1.csv
0.010860362,4.288879396,0.35839196,254.1386281,13.68242896,3,77.6,19.4,0.000117947,1.28E-06,0.032581087,0.000353842,0.842764124,0.210691031,0.093763147,61.92243374,1268.336969,1294.254344,9.5925,3CNC_sample1.csv
0.011131871,4.413517588,0.367351759,260.741804,14.0149871,3,77.6,19.4,0.000123919,1.38E-06,0.033395614,0.000371756,0.863833227,0.215958307,0.071886465,52.9787526,1224.850997,1294.254344,9.5925,3CNC_sample1.csv
0.011403381,4.510427137,0.376311558,266.4334322,14.34382025,3,77.6,19.4,0.000130037,1.48E-06,0.034210142,0.000390111,0.88490233,0.221225582,0.092455276,58.73134567,1211.131408,1294.254344,9.5925,3CNC_sample1.csv
0.01167489,4.622984923,0.385271357,272.9153668,14.67308877,3,77.6,19.4,0.000136303,1.59E-06,0.035024669,0.000408909,0.905971433,0.226492858,0.079601768,57.58761545,1212.734913,1294.254344,9.5925,3CNC_sample1.csv
0.011946399,4.727467336,0.394231156,279.0889146,15.0182455,3,77.6,19.4,0.000142716,1.70E-06,0.035839196,0.000428149,0.927040536,0.231760134,0.085754136,59.08695655,1271.253092,1294.254344,9.5925,3CNC_sample1.csv
0.012217908,4.840909548,0.403190955,285.3104372,15.33945131,3,77.6,19.4,0.000149277,1.82E-06,0.036653723,0.000447832,0.948109639,0.23702741,0.078981174,54.84310081,1183.039023,1294.254344,9.5925,3CNC_sample1.csv
0.012489417,4.936562816,0.412150754,291.1119046,15.67557443,3,77.6,19.4,0.000155986,1.95E-06,0.03746825,0.000467957,0.969178742,0.242294686,0.093669555,60.65101125,1237.981224,1294.254344,9.5925,3CNC_sample1.csv
0.012760926,5.044653264,0.421110553,297.3883818,16.01203807,3,77.6,19.4,0.000162841,2.08E-06,0.038282778,0.000488524,0.990247845,0.247561961,0.082891679,58.06689917,1239.235399,1294.254344,9.5925,3CNC_sample1.csv
0.013032435,5.16619598,0.430070352,303.496191,16.32936461,3,77.6,19.4,0.000169844,2.21E-06,0.039097305,0.000509533,1.011316948,0.252829237,0.073717286,50.25236704,1168.751212,1294.254344,9.5925,3CNC_sample1.csv
0.013303944,5.268512564,0.439030151,309.443372,16.65481107,3,77.6,19.4,0.000176995,2.35E-06,0.039911832,0.000530985,1.032386051,0.258096513,0.087569372,58.12528851,1198.657811,1294.254344,9.5925,3CNC_sample1.csv
0.013575453,5.375839194,0.44798995,315.5950702,16.93807153,3,77.6,19.4,0.000184293,2.50E-06,0.040726359,0.000552879,1.053455155,0.263363789,0.0834816,57.31753903,1043.281795,1294.254344,9.5925,3CNC_sample1.csv
0.013846962,5.488894471,0.456949749,321.9739798,17.28465849,3,77.6,19.4,0.000191738,2.65E-06,0.041540886,0.000575215,1.074524258,0.268631064,0.079251489,56.42292667,1276.520796,1294.254344,9.5925,3CNC_sample1.csv
0.014118471,5.585457287,0.465909548,327.0613417,17.58439924,3,77.6,19.4,0.000199331,2.81E-06,0.042355413,0.000597994,1.095593361,0.27389834,0.09278726,52.68448165,1103.980635,1294.254344,9.5925,3CNC_sample1.csv
0.01438998,5.688954775,0.474869347,333.013382,17.90352028,3,77.6,19.4,0.000207072,2.98E-06,0.043169941,0.000621215,1.116662464,0.279165616,0.086570208,57.50903085,1175.360571,1294.254344,9.5925,3CNC_sample1.csv
0.014661489,5.799778893,0.483829146,339.1641105,18.2346218,3,77.6,19.4,0.000214959,3.15E-06,0.043984468,0.000644878,1.137731567,0.284432892,0.080847012,55.49990935,1219.486094,1294.254344,9.5925,3CNC_sample1.csv
0.014932998,5.919778894,0.492788945,344.950211,18.53202105,3,77.6,19.4,0.000222994,3.33E-06,0.044798995,0.000668983,1.15880067,0.289700168,0.074664992,48.21750424,1095.356628,1294.254344,9.5925,3CNC_sample1.csv
0.015204507,6.01798995,0.501748744,350.4414523,18.84477388,3,77.6,19.4,0.000231177,3.51E-06,0.045613522,0.000693531,1.179869773,0.294967443,0.091230045,55.91265858,1151.905663,1294.254344,9.5925,3CNC_sample1.csv
0.015476016,6.127793972,0.510708543,356.4722212,19.14922456,3,77.6,19.4,0.000239507,3.71E-06,0.046428049,0.000718521,1.200938876,0.300234719,0.081598096,54.9230242,1121.327885,1294.254344,9.5925,3CNC_sample1.csv
0.015747526,6.235005025,0.519668342,362.3319095,19.47774849,3,77.6,19.4,0.000247985,3.91E-06,0.047242577,0.000743954,1.222007979,0.305501995,0.083571595,54.65563621,1209.99251,1294.254344,9.5925,3CNC_sample1.csv
0.016019035,6.341422111,0.528628141,367.8764573,19.76995991,3,77.6,19.4,0.000256609,4.11E-06,0.048057104,0.000769828,1.243077082,0.310769271,0.084195118,52.10204466,1076.249254,1294.254344,9.5925,3CNC_sample1.csv
0.016290544,6.449879398,0.53758794,373.820784,20.08549082,3,77.6,19.4,0.000265382,4.32E-06,0.048871631,0.000796145,1.264146185,0.316036546,0.082611315,54.80799702,1162.137669,1294.254344,9.5925,3CNC_sample1.csv
0.016562053,6.558738693,0.546547739,379.5863618,20.40066305,3,77.6,19.4,0.000274302,4.54E-06,0.049686158,0.000822905,1.285215289,0.321303822,0.082306235,52.96357849,1160.816611,1294.254344,9.5925,3CNC_sample1.csv
0.016833562,6.669613064,0.555507538,384.7132663,20.68602083,3,77.6,19.4,0.000283369,4.77E-06,0.050500685,0.000850106,1.306284392,0.326571098,0.080810371,46.2406635,1051.006483,1294.254344,9.5925,3CNC_sample1.csv
0.017105071,6.774542714,0.564467337,390.4579397,20.99519845,3,77.6,19.4,0.000292583,5.00E-06,0.051315212,0.00087775,1.327353495,0.331838374,0.085388631,54.74785685,1138.737774,1294.254344,9.5925,3CNC_sample1.csv
0.01737658,6.878688444,0.573427136,395.9181458,21.2887069,3,77.6,19.4,0.000301946,5.25E-06,0.05212974,0.000905837,1.348422598,0.337105649,0.086031363,52.42851635,1081.026341,1294.254344,9.5925,3CNC_sample1.csv
0.017648089,6.99525628,0.582386935,401.8406582,21.59839762,3,77.6,19.4,0.000311455,5.50E-06,0.052944267,0.000934365,1.369491701,0.342372925,0.076863388,50.80743196,1140.627579,1294.254344,9.5925,3CNC_sample1.csv
0.017919598,7.087507537,0.591346734,406.6153417,21.88635155,3,77.6,19.4,0.000321112,5.75E-06,0.053758794,0.000963336,1.390560804,0.347640201,0.09712387,51.75738089,1060.568418,1294.254344,9.5925,3CNC_sample1.csv
0.018191107,7.198597991,0.600306533,412.5752764,22.18475508,3,77.6,19.4,0.000330916,6.02E-06,0.054573321,0.000992749,1.411629907,0.352907477,0.080653187,53.64938709,1099.055504,1294.254344,9.5925,3CNC_sample1.csv
0.018462616,7.302462313,0.609266332,418.0112664,22.49156977,3,77.6,19.4,0.000340868,6.29E-06,0.055387848,0.001022605,1.43269901,0.358174753,0.086264454,52.33741338,1130.034814,1294.254344,9.5925,3CNC_sample1.csv
0.018734125,7.426487436,0.618226131,423.6266331,22.76956411,3,77.6,19.4,0.000350967,6.58E-06,0.056202376,0.001052902,1.453768113,0.363442028,0.072241805,45.27604224,1023.886028,1294.254344,9.5925,3CNC_sample1.csv
0.019005634,7.529929648,0.62718593,428.9554372,23.06595488,3,77.6,19.4,0.000361214,6.87E-06,0.057016903,0.001083642,1.474837216,0.368709304,0.086616468,51.51479232,1091.642281,1294.254344,9.5925,3CNC_sample1.csv
0.019277143,7.63316583,0.636145729,434.1955578,23.35121267,3,77.6,19.4,0.000371608,7.16E-06,0.05783143,0.001114825,1.495906319,0.37397658,0.08678933,50.75856701,1050.638199,1294.254344,9.5925,3CNC_sample1.csv
0.019548652,7.74026633,0.645105527,439.543618,23.6512374,3,77.6,19.4,0.00038215,7.47E-06,0.058645957,0.001146449,1.516975423,0.379243856,0.083657861,49.93496931,1105.026593,1294.254344,9.5925,3CNC_sample1.csv
0.019820161,7.842306531,0.654065327,444.6857889,23.93429081,3,77.6,19.4,0.000392839,7.79E-06,0.059460484,0.001178516,1.538044526,0.384511131,0.08780656,50.39357814,1042.519193,1294.254344,9.5925,3CNC_sample1.csv
0.02009167,7.946201005,0.663025126,450.1006282,24.22061688,3,77.6,19.4,0.000403675,8.11E-06,0.060275011,0.001211026,1.559113629,0.389778407,0.086239419,52.11864572,1054.572815,1294.254344,9.5925,3CNC_sample1.csv
0.02036318,8.057819097,0.671984925,455.6631307,24.49689338,3,77.6,19.4,0.000414659,8.44E-06,0.061089539,0.001243977,1.580182732,0.395045683,0.080271925,49.83513408,1017.559033,1294.254344,9.5925,3CNC_sample1.csv
0.020634689,8.175557788,0.680944723,460.7235577,24.75223794,3,77.6,19.4,0.00042579,8.79E-06,0.061904066,0.001277371,1.601251835,0.400312959,0.076099018,42.98015358,940.4642619,1294.254344,9.5925,3CNC_sample1.csv
0.020906198,8.282567839,0.689904523,466.1785527,25.04333848,3,77.6,19.4,0.000437069,9.14E-06,0.062718593,0.001311207,1.622320938,0.405580235,0.083728575,50.97647338,1072.157713,1294.254344,9.5925,3CNC_sample1.csv
0.021177707,8.376236182,0.698864322,470.7589096,25.31462137,3,77.6,19.4,0.000448495,9.50E-06,0.06353312,0.001345486,1.643390041,0.41084751,0.095654506,48.89973175,999.166996,1294.254344,9.5925,3CNC_sample1.csv
0.021449216,8.493944724,0.707824121,475.9482513,25.5828869,3,77.6,19.4,0.000460069,9.87E-06,0.064347647,0.001380207,1.664459144,0.416114786,0.076118512,44.08636432,988.0536833,1294.254344,9.5925,3CNC_sample1.csv
0.021720725,8.595839195,0.71678392,480.3445728,25.82609989,3,77.6,19.4,0.00047179,1.02E-05,0.065162175,0.00141537,1.685528247,0.421382062,0.087932139,43.14583029,895.7822286,1294.254344,9.5925,3CNC_sample1.csv
0.021992234,8.70420603,0.725743719,484.7229347,26.04919022,3,77.6,19.4,0.000483658,1.06E-05,0.065976702,0.001450975,1.70659735,0.426649338,0.082680269,40.40315329,821.6681089,1294.254344,9.5925,3CNC_sample1.csv
0.022263743,8.816070353,0.734703518,488.6314523,26.26569148,3,77.6,19.4,0.000495674,1.10E-05,0.066791229,0.001487023,1.727666453,0.431916613,0.080095233,34.93980494,797.3997522,1294.254344,9.5925,3CNC_sample1.csv
0.022535252,8.922316582,0.743663316,491.7867336,26.44065042,3,77.6,19.4,0.000507838,1.14E-05,0.067605756,0.001523513,1.748735557,0.437183889,0.084330511,29.69781959,644.3944689,1294.254344,9.5925,3CNC_sample1.csv
0.022806761,9.036854271,0.752623116,495.8698442,26.6489307,3,77.6,19.4,0.000520148,1.19E-05,0.068420283,0.001560445,1.76980466,0.442451165,0.078225772,35.64862022,767.1209114,1294.254344,9.5925,3CNC_sample1.csv
0.02307827,9.128829146,0.761582915,499.1659297,26.84515382,3,77.6,19.4,0.000532607,1.23E-05,0.06923481,0.00159782,1.790873763,0.447718441,0.097415724,35.83680268,722.7129856,1294.254344,9.5925,3CNC_sample1.csv
0.023349779,9.249713568,0.770542714,502.6808643,27.02244185,3,77.6,19.4,0.000545212,1.27E-05,0.070049338,0.001635637,1.811942866,0.452985716,0.074118724,29.07682074,652.9728088,1294.254344,9.5925,3CNC_sample1.csv
0.023621288,9.349532662,0.779502512,506.1071406,27.2167457,3,77.6,19.4,0.000557965,1.32E-05,0.070863865,0.001673896,1.833011969,0.458252992,0.08976037,34.32485906,715.6440582,1294.254344,9.5925,3CNC_sample1.csv
0.023892797,9.453773869,0.788462312,509.8153316,27.40741889,3,77.6,19.4,0.000570866,1.36E-05,0.071678392,0.001712597,1.854081072,0.463520268,0.085952564,35.57317777,702.271921,1294.254344,9.5925,3CNC_sample1.csv
0.024164306,9.570020101,0.797422111,513.3112865,27.59704828,3,77.6,19.4,0.000583914,1.41E-05,0.072492919,0.001751741,1.875150175,0.468787544,0.077076039,30.07370418,698.4274927,1294.254344,9.5925,3CNC_sample1.csv
0.024435815,9.675673368,0.80638191,516.3352061,27.76550242,3,77.6,19.4,0.000597109,1.46E-05,0.073307446,0.001791327,1.896219278,0.47405482,0.084803806,28.62116542,620.4365123,1294.254344,9.5925,3CNC_sample1.csv
0.024707325,9.785125627,0.815341708,520.0259447,27.95955548,3,77.6,19.4,0.000610452,1.51E-05,0.074121974,0.001831356,1.917288381,0.479322095,0.081860337,33.72007713,714.7204138,1294.254344,9.5925,3CNC_sample1.csv
0.024978834,9.88961809,0.824301508,523.6176834,28.15066122,3,77.6,19.4,0.000623942,1.56E-05,0.074936501,0.001871826,1.938357484,0.484589371,0.085745888,34.37318453,703.8650285,1294.254344,9.5925,3CNC_sample1.csv
0.025250343,10.00061307,0.833261307,526.7886181,28.32604899,3,77.6,19.4,0.00063758,1.61E-05,0.075751028,0.001912739,1.959426587,0.489856647,0.080722564,28.56827239,645.9739358,1294.254344,9.5925,3CNC_sample1.csv
0.025521852,10.10075879,0.842221105,530.3345979,28.5202572,3,77.6,19.4,0.000651365,1.66E-05,0.076565555,0.001954095,1.980495691,0.495123923,0.089467611,35.4081992,715.2917983,1294.254344,9.5925,3CNC_sample1.csv
0.025793361,10.20490452,0.851180904,533.9176583,28.70784558,3,77.6,19.4,0.000665297,1.72E-05,0.077380082,0.001995892,2.001564794,0.500391198,0.086031362,34.40429429,690.9102182,1294.254344,9.5925,3CNC_sample1.csv
0.02606487,10.32496985,0.860140704,537.2230101,28.88951561,3,77.6,19.4,0.000679377,1.77E-05,0.078194609,0.002038132,2.022633897,0.505658474,0.074624367,27.5296112,669.1121965,1294.254344,9.5925,3CNC_sample1.csv
0.026336379,10.42310553,0.869100503,540.1582111,29.05967428,3,77.6,19.4,0.000693605,1.83E-05,0.079009137,0.002080815,2.043703,0.51092575,0.091300118,29.9096217,626.7145328,1294.254344,9.5925,3CNC_sample1.csv
0.026607888,10.53214573,0.878060301,543.7853014,29.25169497,3,77.6,19.4,0.00070798,1.88E-05,0.079823664,0.002123939,2.064772103,0.516193026,0.082169686,33.26379094,707.2349426,1294.254344,9.5925,3CNC_sample1.csv
0.026879397,10.63632161,0.8870201,547.2842512,29.44155733,3,77.6,19.4,0.000722502,1.94E-05,0.080638191,0.002167506,2.085841206,0.521460302,0.086006463,33.58694705,699.2855323,1294.254344,9.5925,3CNC_sample1.csv
0.027150906,10.75173869,0.8959799,550.4471206,29.58992919,3,77.6,19.4,0.000737172,2.00E-05,0.081452718,0.002211515,2.106910309,0.526727577,0.077629746,27.40382275,546.4711095,1294.254344,9.5925,3CNC_sample1.csv
0.027422415,10.85363819,0.904939699,553.8481206,29.77544834,3,77.6,19.4,0.000751989,2.06E-05,0.082267245,0.002255967,2.127979412,0.531994853,0.087927804,33.37602329,683.2889774,1294.254344,9.5925,3CNC_sample1.csv
0.027693924,10.95859296,0.913899497,557.2879547,29.95826997,3,77.6,19.4,0.000766953,2.12E-05,0.083081772,0.00230086,2.149048515,0.537262129,0.085368189,32.77444218,673.3537091,1294.254344,9.5925,3CNC_sample1.csv
0.027965433,11.07601508,0.922859296,560.5276432,30.1322297,3,77.6,19.4,0.000782065,2.19E-05,0.0838963,0.002346196,2.170117618,0.542529405,0.07630419,27.5901058,640.7142689,1294.254344,9.5925,3CNC_sample1.csv
0.028236942,11.17509548,0.931819096,563.6268091,30.3017352,3,77.6,19.4,0.000797325,2.25E-05,0.084710827,0.002391975,2.191186721,0.54779668,0.090429579,31.27930214,624.3088027,1294.254344,9.5925,3CNC_sample1.csv
0.028508451,11.29057789,0.940778894,567.1849045,30.48385048,3,77.6,19.4,0.000812732,2.32E-05,0.085525354,0.002438195,2.212255825,0.553063956,0.077585832,30.81071318,670.7521547,1294.254344,9.5925,3CNC_sample1.csv
0.02877996,11.39043216,0.949738693,570.4933166,30.67261113,3,77.6,19.4,0.000828286,2.38E-05,0.086339881,0.002484858,2.233324928,0.558331232,0.089728749,33.13240398,695.2278065,1294.254344,9.5925,3CNC_sample1.csv
0.029051469,11.50149246,0.958698492,573.4161709,30.83208838,3,77.6,19.4,0.000843988,2.45E-05,0.087154408,0.002531964,2.254394031,0.563598508,0.080675083,26.31772319,587.3735873,1294.254344,9.5925,3CNC_sample1.csv
