Strain,Time_s,Extension_mm,Load_N,Stress_MPa,CNC_wt,PLA_wt,PHB_wt,Strain2,Strain3,CNC_Strain,CNC_Strain2,PLA_Strain,PHB_Strain,ExtensionRate,LoadRate,StressSlope,Elastic Modulus,Impact strength (kJ/m^2),SourceFile
0.029322979,11.60592462,0.967658292,576.8563216,31.01552775,3,77.6,19.4,0.000859837,2.52E-05,0.087968936,0.002579511,2.275463134,0.568865783,0.0857954,32.94148781,675.6288941,1294.254344,9.5925,3CNC_sample1.csv
0.029594488,11.71065326,0.97661809,580.2788291,31.19876628,3,77.6,19.4,0.000875834,2.59E-05,0.088783463,0.002627501,2.296532237,0.574133059,0.085552517,32.67976583,674.8891745,1294.254344,9.5925,3CNC_sample1.csv
0.029865997,11.8289799,0.985577889,583.3593618,31.36473428,3,77.6,19.4,0.000891978,2.66E-05,0.08959799,0.002675933,2.31760134,0.579400335,0.075720899,26.03414463,611.2798125,1294.254344,9.5925,3CNC_sample1.csv
0.030137506,11.93245226,0.994537688,586.7047437,31.54008061,3,77.6,19.4,0.000908269,2.74E-05,0.090412517,0.002724808,2.338670443,0.584667611,0.086591229,32.33116404,645.8212578,1294.254344,9.5925,3CNC_sample1.csv
0.030409015,12.04497488,1.003497488,589.9987136,31.71259293,3,77.6,19.4,0.000924708,2.81E-05,0.091227044,0.002774125,2.359739546,0.589934887,0.079626653,29.2738478,635.3832993,1294.254344,9.5925,3CNC_sample1.csv
0.030680524,12.14385929,1.012457286,593.2539195,31.8986525,3,77.6,19.4,0.000941295,2.89E-05,0.092041571,0.002823884,2.380808649,0.595202162,0.090608802,32.91930083,685.2794071,1294.254344,9.5925,3CNC_sample1.csv
0.030952033,12.25709045,1.021417085,596.2566432,32.05764092,3,77.6,19.4,0.000958028,2.97E-05,0.092856099,0.002874085,2.401877752,0.600469438,0.079128389,26.5185284,585.5731671,1294.254344,9.5925,3CNC_sample1.csv
0.031223542,12.35953769,1.030376884,599.605392,32.24085825,3,77.6,19.4,0.00097491,3.04E-05,0.093670626,0.002924729,2.422946855,0.605736714,0.087457693,32.68754595,674.8111098,1294.254344,9.5925,3CNC_sample1.csv
0.031495051,12.47071357,1.039336683,603.0000402,32.41597908,3,77.6,19.4,0.000991938,3.12E-05,0.094485153,0.002975815,2.444015959,0.61100399,0.080591213,30.53403543,644.9907354,1294.254344,9.5925,3CNC_sample1.csv
0.03176656,12.58196482,1.048296482,605.7113065,32.56988769,3,77.6,19.4,0.001009114,3.21E-05,0.09529968,0.003027343,2.465085062,0.616271265,0.08053661,24.37065808,566.8636358,1294.254344,9.5925,3CNC_sample1.csv
0.032038069,12.6871005,1.057256281,609.0886784,32.74716374,3,77.6,19.4,0.001026438,3.29E-05,0.096114207,0.003079314,2.486154165,0.621538541,0.085221298,32.12393647,652.9286561,1294.254344,9.5925,3CNC_sample1.csv
0.032309578,12.79132161,1.06621608,612.1100503,32.91469515,3,77.6,19.4,0.001043909,3.37E-05,0.096928735,0.003131727,2.507223268,0.626805817,0.085969141,28.99001933,617.0380103,1294.254344,9.5925,3CNC_sample1.csv
0.032581087,12.90393467,1.075175879,615.5749497,33.09421676,3,77.6,19.4,0.001061527,3.46E-05,0.097743262,0.003184582,2.528292371,0.632073093,0.079562696,30.76818391,661.1993618,1294.254344,9.5925,3CNC_sample1.csv
0.032852596,13.00881407,1.084135678,618.2554221,33.24614427,3,77.6,19.4,0.001079293,3.55E-05,0.098557789,0.003237879,2.549361474,0.637340369,0.085429543,25.55766373,559.5669725,1294.254344,9.5925,3CNC_sample1.csv
0.033124105,13.11928643,1.093095477,621.538402,33.41756787,3,77.6,19.4,0.001097206,3.63E-05,0.099372316,0.003291619,2.570430577,0.642607644,0.08110444,29.7176583,631.373423,1294.254344,9.5925,3CNC_sample1.csv
0.033395614,13.22360804,1.102055277,624.8493015,33.59741964,3,77.6,19.4,0.001115267,3.72E-05,0.100186843,0.003345801,2.59149968,0.64787492,0.08588632,31.73742771,662.4153597,1294.254344,9.5925,3CNC_sample1.csv
0.033667123,13.33127135,1.111015075,627.4524472,33.74430065,3,77.6,19.4,0.001133475,3.82E-05,0.10100137,0.003400426,2.612568783,0.653142196,0.083220537,24.17857631,540.9801292,1294.254344,9.5925,3CNC_sample1.csv
0.033938633,13.44064824,1.119974874,631.001196,33.90721723,3,77.6,19.4,0.001151831,3.91E-05,0.101815898,0.003455492,2.633637886,0.658409472,0.08191675,32.44514371,600.0410529,1294.254344,9.5925,3CNC_sample1.csv
0.034210142,13.54582412,1.128934673,633.8207438,34.0656168,3,77.6,19.4,0.001170334,4.00E-05,0.102630425,0.003511001,2.654706989,0.663676747,0.085188724,26.80793126,583.4043667,1294.254344,9.5925,3CNC_sample1.csv
0.034481651,13.65462814,1.137894473,636.9558644,34.23900824,3,77.6,19.4,0.001188984,4.10E-05,0.103444952,0.003566953,2.675776093,0.668944023,0.082348051,28.81438194,638.62118,1294.254344,9.5925,3CNC_sample1.csv
0.03475316,13.76468844,1.146854271,639.7737387,34.38789391,3,77.6,19.4,0.001207782,4.20E-05,0.104259479,0.003623346,2.696845196,0.674211299,0.08140809,25.60300427,548.3635369,1294.254344,9.5925,3CNC_sample1.csv
0.035024669,13.87258291,1.15581407,643.0167186,34.55835887,3,77.6,19.4,0.001226727,4.30E-05,0.105074006,0.003680182,2.717914299,0.679478575,0.083042243,30.05696057,627.8426422,1294.254344,9.5925,3CNC_sample1.csv
0.035296178,13.96996482,1.164773869,645.9637287,34.72677471,3,77.6,19.4,0.00124582,4.40E-05,0.105888534,0.003737461,2.738983402,0.68474585,0.092006812,30.26239741,620.2954427,1294.254344,9.5925,3CNC_sample1.csv
0.035567687,14.08980402,1.173733668,648.6031055,34.86538229,3,77.6,19.4,0.00126506,4.50E-05,0.106703061,0.003795181,2.760052505,0.690013126,0.074765179,22.0243206,510.5081259,1294.254344,9.5925,3CNC_sample1.csv
0.035839196,14.18962814,1.182693467,651.7785879,35.04093117,3,77.6,19.4,0.001284448,4.60E-05,0.107517588,0.003853344,2.781121608,0.695280402,0.089755852,31.81077264,646.5672979,1294.254344,9.5925,3CNC_sample1.csv
0.036110705,14.29818593,1.191653266,654.875789,35.19632164,3,77.6,19.4,0.001303983,4.71E-05,0.108332115,0.003911949,2.802190711,0.700547678,0.082534833,28.5304356,572.3214946,1294.254344,9.5925,3CNC_sample1.csv
0.036382214,14.39951759,1.200613065,657.7192262,35.36535991,3,77.6,19.4,0.001323666,4.82E-05,0.109146642,0.003970997,2.823259814,0.705814954,0.088420531,28.06069915,622.5879472,1294.254344,9.5925,3CNC_sample1.csv
0.036653723,14.51930151,1.209572864,660.6494522,35.51024706,3,77.6,19.4,0.001343495,4.92E-05,0.109961169,0.004030486,2.844328917,0.711082229,0.074799681,24.46260013,533.6365314,1294.254344,9.5925,3CNC_sample1.csv
0.036925232,14.61679397,1.218532663,663.3911658,35.67084592,3,77.6,19.4,0.001363473,5.03E-05,0.110775697,0.004090418,2.86539802,0.716349505,0.091902479,28.12231329,591.5045933,1294.254344,9.5925,3CNC_sample1.csv
0.037196741,14.73041709,1.227492462,666.6621005,35.83668601,3,77.6,19.4,0.001383598,5.15E-05,0.111590224,0.004150793,2.886467123,0.721616781,0.078855424,28.78758123,610.8086868,1294.254344,9.5925,3CNC_sample1.csv
0.03746825,14.84235678,1.236452261,669.1346332,35.97496853,3,77.6,19.4,0.00140387,5.26E-05,0.112404751,0.004211609,2.907536227,0.726884057,0.080041301,22.08807687,509.3108783,1294.254344,9.5925,3CNC_sample1.csv
0.037739759,14.94547738,1.24541206,672.2843969,36.14610187,3,77.6,19.4,0.001424289,5.38E-05,0.113219278,0.004272868,2.92860533,0.732151332,0.086886604,30.5444668,630.304346,1294.254344,9.5925,3CNC_sample1.csv
0.038011268,15.04697487,1.254371859,675.0260804,36.29449964,3,77.6,19.4,0.001444857,5.49E-05,0.114033805,0.00433457,2.949674433,0.737418608,0.088276066,27.01232788,546.5665663,1294.254344,9.5925,3CNC_sample1.csv
0.038282778,15.15963317,1.263331658,677.9716634,36.45348503,3,77.6,19.4,0.001465571,5.61E-05,0.114848333,0.004396713,2.970743536,0.742685884,0.079530755,26.14617057,585.5620043,1294.254344,9.5925,3CNC_sample1.csv
0.038554287,15.26749749,1.272291457,680.5109246,36.587765,3,77.6,19.4,0.001486433,5.73E-05,0.11566286,0.004459299,2.991812639,0.74795316,0.083065456,23.54125315,494.5690195,1294.254344,9.5925,3CNC_sample1.csv
0.038825796,15.37175377,1.281251256,683.4341005,36.74339348,3,77.6,19.4,0.001507442,5.85E-05,0.116477387,0.004522327,3.012881742,0.753220436,0.085940135,28.03836703,573.1980998,1294.254344,9.5925,3CNC_sample1.csv
0.039097305,15.47458794,1.290211055,686.1292915,36.89871017,3,77.6,19.4,0.001528599,5.98E-05,0.117291914,0.004585798,3.033950845,0.758487711,0.087128616,26.20909888,572.0497331,1294.254344,9.5925,3CNC_sample1.csv
0.039368814,15.59719598,1.299170854,688.5968543,37.01947483,3,77.6,19.4,0.001549903,6.10E-05,0.118106441,0.00464971,3.055019948,0.763754987,0.073076766,20.12561996,444.7905373,1294.254344,9.5925,3CNC_sample1.csv
0.039640323,15.70156784,1.308130653,691.4667537,37.17683443,3,77.6,19.4,0.001571355,6.23E-05,0.118920968,0.004714066,3.076089051,0.769022263,0.085844968,27.49687055,579.5740492,1294.254344,9.5925,3CNC_sample1.csv
0.039911832,15.80126633,1.317090452,694.1503568,37.32321782,3,77.6,19.4,0.001592954,6.36E-05,0.119735496,0.004778863,3.097158154,0.774289539,0.089868952,26.91718741,539.1473476,1294.254344,9.5925,3CNC_sample1.csv
0.040183341,15.90770352,1.326050251,696.6880151,37.46485463,3,77.6,19.4,0.001614701,6.49E-05,0.120550023,0.004844103,3.118227257,0.779556814,0.084179217,23.84183937,521.6651377,1294.254344,9.5925,3CNC_sample1.csv
0.04045485,16.0210804,1.33501005,699.1951307,37.5934061,3,77.6,19.4,0.001636595,6.62E-05,0.12136455,0.004909785,3.139296361,0.78482409,0.079026683,22.11311061,473.4702694,1294.254344,9.5925,3CNC_sample1.csv
0.040726359,16.12654774,1.343969849,701.7087186,37.71484779,3,77.6,19.4,0.001658636,6.76E-05,0.122179077,0.004975909,3.160365464,0.790091366,0.084953306,23.83285686,447.2841195,1294.254344,9.5925,3CNC_sample1.csv
0.040997868,16.23887437,1.352929648,704.0536382,37.84481659,3,77.6,19.4,0.001680825,6.89E-05,0.122993604,0.005042476,3.181434567,0.795358642,0.079765579,20.87590036,478.6904514,1294.254344,9.5925,3CNC_sample1.csv
0.041269377,16.34501005,1.361889447,705.8784422,37.94337453,3,77.6,19.4,0.001703161,7.03E-05,0.123808132,0.005109484,3.20250367,0.800625917,0.084418351,17.19312539,363.0005595,1294.254344,9.5925,3CNC_sample1.csv
0.041540886,16.44679397,1.370849246,708.2411407,38.07759292,3,77.6,19.4,0.001725645,7.17E-05,0.124622659,0.005176936,3.223572773,0.805893193,0.088027647,23.21288579,494.342205,1294.254344,9.5925,3CNC_sample1.csv
0.041812395,16.55609045,1.379809045,710.7036432,38.20103337,3,77.6,19.4,0.001748276,7.31E-05,0.125437186,0.005244829,3.244641876,0.811160469,0.081977012,22.53048269,454.6457899,1294.254344,9.5925,3CNC_sample1.csv
0.042083904,16.67130151,1.388768844,712.8829699,38.31913542,3,77.6,19.4,0.001771055,7.45E-05,0.126251713,0.005313165,3.265710979,0.816427745,0.07776857,18.91595066,434.9838381,1294.254344,9.5925,3CNC_sample1.csv
0.042355413,16.76655779,1.397728643,714.9380302,38.43763568,3,77.6,19.4,0.001793981,7.60E-05,0.12706624,0.005381943,3.286780082,0.821695021,0.094059929,21.57401355,436.4504892,1294.254344,9.5925,3CNC_sample1.csv
0.042626922,16.87688442,1.406688442,717.3915728,38.56340812,3,77.6,19.4,0.001817055,7.75E-05,0.127880767,0.005451164,3.307849185,0.826962296,0.081211569,22.23889774,463.2347716,1294.254344,9.5925,3CNC_sample1.csv
0.042898432,16.98777889,1.415648241,719.4694422,38.67918473,3,77.6,19.4,0.001840275,7.89E-05,0.128695295,0.005520826,3.328918288,0.832229572,0.080795723,18.7373573,426.4189339,1294.254344,9.5925,3CNC_sample1.csv
0.043169941,17.0971608,1.42460804,721.3963568,38.77998576,3,77.6,19.4,0.001863644,8.05E-05,0.129509822,0.005590931,3.349987391,0.837496848,0.081912987,17.61639184,371.2621409,1294.254344,9.5925,3CNC_sample1.csv
0.04344145,17.20381407,1.433567839,723.7784674,38.91038557,3,77.6,19.4,0.00188716,8.20E-05,0.130324349,0.005661479,3.371056495,0.842764124,0.08400867,22.33509226,480.2779186,1294.254344,9.5925,3CNC_sample1.csv
0.043712959,17.30249749,1.442527638,726.0704974,39.03516597,3,77.6,19.4,0.001910823,8.35E-05,0.131138876,0.005732468,3.392125598,0.848031399,0.090793361,23.22609234,459.5810034,1294.254344,9.5925,3CNC_sample1.csv
0.043984468,17.41582412,1.451487437,727.9232513,39.13831705,3,77.6,19.4,0.001934633,8.51E-05,0.131953403,0.0058039,3.413194701,0.853298675,0.079061724,16.34879401,379.9176275,1294.254344,9.5925,3CNC_sample1.csv
0.044255977,17.52370854,1.460447236,730.0988241,39.25143479,3,77.6,19.4,0.001958591,8.67E-05,0.132767931,0.005875774,3.434263804,0.858565951,0.083049979,20.16577392,416.6260054,1294.254344,9.5925,3CNC_sample1.csv
0.044527486,17.62425628,1.469407035,732.1873015,39.36861789,3,77.6,19.4,0.001982697,8.83E-05,0.133582458,0.005948091,3.455332907,0.863833227,0.0891099,20.771003,431.5992388,1294.254344,9.5925,3CNC_sample1.csv
0.044798995,17.74550251,1.478366834,734.3464271,39.48049421,3,77.6,19.4,0.00200695,8.99E-05,0.134396985,0.00602085,3.47640201,0.869100503,0.073897547,17.80777532,412.053732,1294.254344,9.5925,3CNC_sample1.csv
0.045070504,17.8509598,1.487326633,736.0983618,39.57394297,3,77.6,19.4,0.00203135,9.16E-05,0.135211512,0.006094051,3.497471113,0.874367778,0.084961403,16.61274177,344.1828399,1294.254344,9.5925,3CNC_sample1.csv
0.045342013,17.95701005,1.496286432,738.2260402,39.69136512,3,77.6,19.4,0.002055898,9.32E-05,0.136026039,0.006167694,3.518540216,0.879635054,0.084486353,20.06292643,432.4796843,1294.254344,9.5925,3CNC_sample1.csv
0.045613522,18.06123116,1.505246231,740.5438543,39.81360026,3,77.6,19.4,0.002080593,9.49E-05,0.136840566,0.00624178,3.539609319,0.88490233,0.085969141,22.23939254,450.2064792,1294.254344,9.5925,3CNC_sample1.csv
0.045885031,18.17503015,1.51420603,742.2074523,39.90362785,3,77.6,19.4,0.002105436,9.66E-05,0.137655094,0.006316308,3.560678422,0.890169606,0.078733552,14.61874065,331.5822714,1294.254344,9.5925,3CNC_sample1.csv
0.04615654,18.27765829,1.523165829,744.2101658,40.01180987,3,77.6,19.4,0.002130426,9.83E-05,0.138469621,0.006391279,3.581747525,0.895436881,0.087303531,19.51427312,398.4471527,1294.254344,9.5925,3CNC_sample1.csv
0.046428049,18.37588442,1.532125628,746.126191,40.12141544,3,77.6,19.4,0.002155564,0.000100079,0.139284148,0.006466691,3.602816629,0.900704157,0.091216043,19.50626696,403.6902891,1294.254344,9.5925,3CNC_sample1.csv
0.046699558,18.48919598,1.541085427,747.9070703,40.21535128,3,77.6,19.4,0.002180849,0.000101845,0.140098675,0.006542546,3.623885732,0.905971433,0.079072243,15.71666148,345.9768249,1294.254344,9.5925,3CNC_sample1.csv
0.046971067,18.60354271,1.550045226,749.697804,40.3079528,3,77.6,19.4,0.002206281,0.000103631,0.140913202,0.006618844,3.644954835,0.911238709,0.078356405,15.66055804,341.0623583,1294.254344,9.5925,3CNC_sample1.csv
0.047242577,18.70707538,1.559005025,751.4953568,40.40975493,3,77.6,19.4,0.002231861,0.000105439,0.14172773,0.006695583,3.666023938,0.916505984,0.086540795,17.36218028,374.9492825,1294.254344,9.5925,3CNC_sample1.csv
0.047514086,18.80975377,1.567964824,753.5912512,40.51059055,3,77.6,19.4,0.002257588,0.000107267,0.142542257,0.006772765,3.687093041,0.92177326,0.087260803,20.41222536,371.3895198,1294.254344,9.5925,3CNC_sample1.csv
0.047785595,18.91947236,1.576924623,754.9326683,40.58790049,3,77.6,19.4,0.002283463,0.000109117,0.143356784,0.006850389,3.708162144,0.927040536,0.081661629,12.2259779,284.7416627,1294.254344,9.5925,3CNC_sample1.csv
0.048057104,19.02761307,1.585884422,756.8569548,40.6867607,3,77.6,19.4,0.002309485,0.000110987,0.144171311,0.006928456,3.729231247,0.932307812,0.08285316,17.79428436,364.1138667,1294.254344,9.5925,3CNC_sample1.csv
0.048328613,19.12975377,1.594844221,758.6913216,40.78667717,3,77.6,19.4,0.002335655,0.000112879,0.144985838,0.007006964,3.75030035,0.937575088,0.087720162,17.95921481,368.0041635,1294.254344,9.5925,3CNC_sample1.csv
0.048600122,19.24547236,1.60380402,760.1293467,40.8659537,3,77.6,19.4,0.002361972,0.000114792,0.145800365,0.007085916,3.771369453,0.942842363,0.07742748,12.42691512,291.9848649,1294.254344,9.5925,3CNC_sample1.csv
0.048871631,19.35463819,1.612763819,761.5451809,40.94001016,3,77.6,19.4,0.002388436,0.000116727,0.146614893,0.007165309,3.792438556,0.948109639,0.082075124,12.96957267,272.7586984,1294.254344,9.5925,3CNC_sample1.csv
0.04914314,19.45913065,1.621723618,763.1371709,41.02920833,3,77.6,19.4,0.002415048,0.000118683,0.14742942,0.007245145,3.813507659,0.953376915,0.085745888,15.23545255,328.5273957,1294.254344,9.5925,3CNC_sample1.csv
0.049414649,19.56183417,1.630683417,765.0226985,41.12922491,3,77.6,19.4,0.002441808,0.000120661,0.148243947,0.007325423,3.834576763,0.958644191,0.087239456,18.35893925,368.3729045,1294.254344,9.5925,3CNC_sample1.csv
0.049686158,19.67243216,1.639643216,766.1995427,41.19570931,3,77.6,19.4,0.002468714,0.000122661,0.149058474,0.007406143,3.855645866,0.963911466,0.081012313,10.64073778,244.8699438,1294.254344,9.5925,3CNC_sample1.csv
0.049957667,19.77323618,1.648603015,767.8061759,41.28335648,3,77.6,19.4,0.002495769,0.000124683,0.149873001,0.007487306,3.876714969,0.969178742,0.08888335,15.9381854,322.8148788,1294.254344,9.5925,3CNC_sample1.csv
0.050229176,19.88175377,1.657562814,769.3027387,41.36069001,3,77.6,19.4,0.00252297,0.000126727,0.150687529,0.00756891,3.897784072,0.974446018,0.082565409,13.79097014,284.8285571,1294.254344,9.5925,3CNC_sample1.csv
0.050500685,19.99997487,1.666522613,770.2694422,41.41229767,3,77.6,19.4,0.002550319,0.000128793,0.151502056,0.007650958,3.918853175,0.979713294,0.075788489,8.177080649,190.0771096,1294.254344,9.5925,3CNC_sample1.csv
0.050772194,20.10592965,1.675482412,771.4452864,41.47397139,3,77.6,19.4,0.002577816,0.000130881,0.152316583,0.007733447,3.939922278,0.98498057,0.084562485,11.09760489,227.1516103,1294.254344,9.5925,3CNC_sample1.csv
0.051043703,20.20953769,1.684442211,772.7476834,41.54790909,3,77.6,19.4,0.00260546,0.000132992,0.15313111,0.007816379,3.960991381,0.990247845,0.086477835,12.57042392,272.3212991,1294.254344,9.5925,3CNC_sample1.csv
0.051315212,20.31943216,1.69340201,774.1456432,41.62086507,3,77.6,19.4,0.002633251,0.000135126,0.153945637,0.007899753,3.982060484,0.995515121,0.081530934,12.7209291,268.7054951,1294.254344,9.5925,3CNC_sample1.csv
0.051586721,20.42680904,1.702361809,774.7320904,41.65413824,3,77.6,19.4,0.00266119,0.000137282,0.154760164,0.00798357,4.003129587,1.000782397,0.08344253,5.461578,122.549028,1294.254344,9.5925,3CNC_sample1.csv
0.051858231,20.5331809,1.711321608,776.0185226,41.72142439,3,77.6,19.4,0.002689276,0.000139461,0.155574692,0.008067828,4.02419869,1.006049673,0.084230915,12.09372638,247.8228718,1294.254344,9.5925,3CNC_sample1.csv
0.05212974,20.6359397,1.720281407,776.988392,41.77480333,3,77.6,19.4,0.00271751,0.000141663,0.156389219,0.008152529,4.045267793,1.011316948,0.087192528,9.438309936,196.6009347,1294.254344,9.5925,3CNC_sample1.csv
0.052401249,20.75489447,1.729241206,777.2659648,41.78872645,3,77.6,19.4,0.002745891,0.000143888,0.157203746,0.008237673,4.066336897,1.016584224,0.075321055,2.333431857,51.28048878,1294.254344,9.5925,3CNC_sample1.csv
0.052672758,20.85940703,1.738201005,777.8530603,41.82176788,3,77.6,19.4,0.002774419,0.000146136,0.158018273,0.008323258,4.087406,1.0218515,0.085729397,5.617463269,121.6955012,1294.254344,9.5925,3CNC_sample1.csv
0.052944267,20.96828643,1.747160804,778.4560603,41.85291914,3,77.6,19.4,0.002803095,0.000148408,0.1588328,0.008409286,4.108475103,1.027118776,0.082291042,5.538237888,114.7337733,1294.254344,9.5925,3CNC_sample1.csv
0.053215776,21.06589447,1.756120603,779.3022412,41.89829362,3,77.6,19.4,0.002831919,0.000150703,0.159647328,0.008495756,4.129544206,1.032386051,0.091793657,8.66917203,167.119591,1294.254344,9.5925,3CNC_sample1.csv
0.053487285,21.18488442,1.765080402,779.4219045,41.90394035,3,77.6,19.4,0.00286089,0.000153021,0.160461855,0.008582669,4.150613309,1.037653327,0.075298789,1.005659086,20.79759054,1294.254344,9.5925,3CNC_sample1.csv
0.053758794,21.285201,1.774040201,779.8683216,41.92877178,3,77.6,19.4,0.002890008,0.000155363,0.161276382,0.008670024,4.171682412,1.042920603,0.089315233,4.450082651,91.45708768,1294.254344,9.5925,3CNC_sample1.csv
0.054030303,21.391,1.783,780.14,41.94284691,3,77.6,19.4,0.002919274,0.000157729,0.162090909,0.008757821,4.192751515,1.048187879,0.084686996,2.567873084,51.84035551,1294.254344,9.5925,3CNC_sample1.csv
0,0.004,0,0.117,0.00652663,5,76,19,0,0,0,0,0,0,0.04868519,4.655217614,95.25550283,659.8579646,21.795,5CNC_sample1.csv
0.00049819,0.194331666,0.009266333,1.003035325,0.053981957,5,76,19,2.48E-07,1.24E-10,0.002490949,1.24E-06,0.03786243,0.009465608,0.04868519,4.655217614,95.25550283,659.8579646,21.795,5CNC_sample1.csv
0.00099638,0.263728665,0.018532666,2.468347303,0.131221341,5,76,19,9.93E-07,9.89E-10,0.004981899,4.96E-06,0.075724861,0.018931215,0.133526426,21.11491842,155.0400512,659.8579646,21.795,5CNC_sample1.csv
0.00149457,0.332190998,0.027799,4.682468915,0.246786334,5,76,19,2.23E-06,3.34E-09,0.007472848,1.12E-05,0.113587291,0.028396823,0.135349366,32.34072723,231.9697756,659.8579646,21.795,5CNC_sample1.csv
0.001992759,0.434783981,0.037065332,8.046383513,0.431036444,5,76,19,3.97E-06,7.91E-09,0.009963797,1.99E-05,0.151449722,0.03786243,0.090321304,32.7889343,369.83913,659.8579646,21.795,5CNC_sample1.csv
0.002490949,0.555316601,0.04633166,11.48871924,0.613956339,5,76,19,6.20E-06,1.55E-08,0.012454747,3.10E-05,0.189312152,0.047328038,0.076878179,28.55937047,367.1690341,659.8579646,21.795,5CNC_sample1.csv
0.002989139,0.67676379,0.055597988,16.75788291,0.894478717,5,76,19,8.93E-06,2.67E-08,0.014945696,4.47E-05,0.227174583,0.056793646,0.07629924,43.38646016,563.0832591,659.8579646,21.795,5CNC_sample1.csv
0.003487329,0.780507483,0.064864317,22.93559964,1.208727245,5,76,19,1.22E-05,4.24E-08,0.017436646,6.08E-05,0.265037013,0.066259253,0.089319438,59.54787778,630.7806412,659.8579646,21.795,5CNC_sample1.csv
0.003985519,0.8794823,0.074130647,29.23004304,1.591720949,5,76,19,1.59E-05,6.33E-08,0.019927595,7.94E-05,0.302899444,0.075724861,0.093623116,63.5964136,768.7705495,659.8579646,21.795,5CNC_sample1.csv
0.004483709,1.002527535,0.083396981,36.34357215,1.958778165,5,76,19,2.01E-05,9.01E-08,0.022418544,0.000100518,0.340761874,0.085190469,0.075308347,57.81230883,736.7817675,659.8579646,21.795,5CNC_sample1.csv
0.004981899,1.11262308,0.092663314,43.33031917,2.314076722,5,76,19,2.48E-05,1.24E-07,0.024909494,0.000124097,0.378624305,0.094656076,0.084166287,63.46076034,713.1790004,659.8579646,21.795,5CNC_sample1.csv
0.005480089,1.226733648,0.101929647,50.59785796,2.693595511,5,76,19,3.00E-05,1.65E-07,0.027400443,0.000150157,0.416486735,0.104121684,0.081204865,63.68856911,761.7954686,659.8579646,21.795,5CNC_sample1.csv
0.005978278,1.337371863,0.11119598,58.1008394,3.123502679,5,76,19,3.57E-05,2.14E-07,0.029891392,0.000178699,0.454349165,0.113587291,0.08375346,67.81546038,862.9383905,659.8579646,21.795,5CNC_sample1.csv
0.006476468,1.445934704,0.120462314,64.90966549,3.486866106,5,76,19,4.19E-05,2.72E-07,0.032382342,0.000209723,0.492211596,0.123052899,0.085354557,62.71783224,729.3673478,659.8579646,21.795,5CNC_sample1.csv
0.006974658,1.556743762,0.129728647,72.63794772,3.876155158,5,76,19,4.86E-05,3.39E-07,0.034873291,0.000243229,0.530074026,0.132518507,0.08362433,69.7441379,781.4069921,659.8579646,21.795,5CNC_sample1.csv
0.007472848,1.660974901,0.13899498,79.64046391,4.268702125,5,76,19,5.58E-05,4.17E-07,0.037364241,0.000279217,0.567936457,0.141984114,0.088901775,67.18257436,787.9464994,659.8579646,21.795,5CNC_sample1.csv
0.007971038,1.786783925,0.148261308,86.91038731,4.673218344,5,76,19,6.35E-05,5.06E-07,0.03985519,0.000317687,0.605798887,0.151449722,0.073653924,57.78538857,811.9719804,659.8579646,21.795,5CNC_sample1.csv
0.008469228,1.887527637,0.157527637,94.0648793,5.059918965,5,76,19,7.17E-05,6.07E-07,0.042346139,0.000358639,0.643661318,0.160915329,0.091979223,71.01676029,776.2113227,659.8579646,21.795,5CNC_sample1.csv
0.008967418,1.998909476,0.166793965,101.3692263,5.432903459,5,76,19,8.04E-05,7.21E-07,0.044837089,0.000402073,0.681523748,0.170380937,0.083194247,65.57933514,748.6793941,659.8579646,21.795,5CNC_sample1.csv
0.009465608,2.109723534,0.176060294,108.4818091,5.8668209,5,76,19,8.96E-05,8.48E-07,0.047328038,0.000447989,0.719386179,0.179846545,0.083620523,64.18484224,870.9880787,659.8579646,21.795,5CNC_sample1.csv
0.009963797,2.221306511,0.185326628,115.6421291,6.223740435,5,76,19,9.93E-05,9.89E-07,0.049818987,0.000496386,0.757248609,0.189312152,0.083044327,64.17036218,716.432736,659.8579646,21.795,5CNC_sample1.csv
0.010461987,2.329557766,0.194592961,122.979114,6.603998192,5,76,19,0.000109453,1.15E-06,0.052309937,0.000547266,0.795111039,0.19877776,0.085600239,67.77736542,763.2787749,659.8579646,21.795,5CNC_sample1.csv
0.010960177,2.452030156,0.203859297,130.8238445,7.006142429,5,76,19,0.000120125,1.32E-06,0.054800886,0.000600627,0.83297347,0.208243367,0.075660611,64.05305316,807.2107811,659.8579646,21.795,5CNC_sample1.csv
0.011458367,2.55800502,0.213125627,137.1707233,7.38803154,5,76,19,0.000131294,1.50E-06,0.057291836,0.000656471,0.8708359,0.217708975,0.087438948,59.89041651,766.5533374,659.8579646,21.795,5CNC_sample1.csv
0.011956557,2.670311568,0.222391961,144.7537092,7.784145733,5,76,19,0.000142959,1.71E-06,0.059782785,0.000714796,0.908698331,0.227174583,0.082509287,67.52042556,795.1068711,659.8579646,21.795,5CNC_sample1.csv
0.012454747,2.77758294,0.231658294,151.7364238,8.153352764,5,76,19,0.000155121,1.93E-06,0.062273734,0.000775604,0.946560761,0.23664019,0.086382164,65.09392485,741.0970212,659.8579646,21.795,5CNC_sample1.csv
0.012952937,2.896944781,0.240924627,159.0144809,8.524021169,5,76,19,0.000167779,2.17E-06,0.064764684,0.000838893,0.984423192,0.246105798,0.077632291,60.97473892,744.0303864,659.8579646,21.795,5CNC_sample1.csv
